Time,GMSL,GMSL uncertainty
1945-02-15,-84.60,10.60
1945-03-15,-85.40,10.60
1945-04-15,-84.10,10.60
1945-05-15,-82.80,10.60
1945-06-15,-78.80,10.60
1945-07-15,-82.80,10.60
1945-08-15,-83.00,10.70
1945-09-15,-87.30,10.80
1945-10-15,-84.80,10.80
1945-11-15,-84.50,10.80
1945-12-15,-81.20,11.00
1946-01-15,-82.30,10.90
1946-02-15,-78.40,10.90
1946-03-15,-79.20,10.90
1946-04-15,-75.30,10.90
1946-05-15,-72.80,10.80
1946-06-15,-69.80,10.80
1946-07-15,-68.50,10.40
1946-08-15,-71.00,10.40
1946-09-15,-74.90,10.40
1946-10-15,-78.40,10.40
1946-11-15,-81.00,10.40
1946-12-15,-81.70,10.20
1947-01-15,-82.30,10.00
1947-02-15,-80.10,10.00
1947-03-15,-77.50,9.80
1947-04-15,-79.80,9.70
1947-05-15,-79.20,9.50
1947-06-15,-77.20,9.50
1947-07-15,-74.50,9.50
1947-08-15,-71.90,9.50
1947-09-15,-68.50,9.50
1947-10-15,-64.00,9.50
1947-11-15,-59.30,9.50
1947-12-15,-61.00,9.50
1948-01-15,-63.90,9.30
1948-02-15,-68.40,9.30
1948-03-15,-70.50,9.30
1948-04-15,-70.50,9.30
1948-05-15,-69.20,9.30
1948-06-15,-69.30,9.30
1948-07-15,-67.70,9.30
1948-08-15,-69.70,9.30
1948-09-15,-68.30,9.20
1948-10-15,-68.70,9.10
1948-11-15,-66.80,9.20
1948-12-15,-65.60,9.20
1949-01-15,-64.00,8.80
1949-02-15,-63.60,8.80
1949-03-15,-67.20,8.80
1949-04-15,-69.80,8.80
1949-05-15,-71.90,8.80
1949-06-15,-72.20,8.20
1949-07-15,-73.30,8.20
1949-08-15,-72.00,8.20
1949-09-15,-73.40,8.20
1949-10-15,-69.70,8.30
1949-11-15,-69.20,8.10
1949-12-15,-67.70,8.10
1950-01-15,-69.60,8.00
1950-02-15,-70.80,7.90
1950-03-15,-70.90,7.90
1950-04-15,-68.80,7.90
1950-05-15,-68.30,7.90
1950-06-15,-67.90,7.90
1950-07-15,-68.50,7.90
1950-08-15,-69.20,7.90
1950-09-15,-67.50,7.90
1950-10-15,-64.70,7.90
1950-11-15,-61.90,7.90
1950-12-15,-59.50,7.90
1951-01-15,-60.90,7.80
1951-02-15,-56.90,7.80
1951-03-15,-51.60,7.80
1951-04-15,-51.00,7.80
1951-05-15,-50.70,7.70
1951-06-15,-55.80,7.70
1951-07-15,-59.40,7.70
1951-08-15,-63.00,7.70
1951-09-15,-61.70,7.70
1951-10-15,-61.60,7.70
1951-11-15,-59.80,7.70
1951-12-15,-61.60,7.70
1952-01-15,-62.20,7.70
1952-02-15,-62.70,7.70
1952-03-15,-64.40,7.70
1952-04-15,-64.20,7.70
1952-05-15,-63.60,7.70
1952-06-15,-61.10,7.70
1952-07-15,-62.20,7.70
1952-08-15,-61.40,7.70
1952-09-15,-59.10,7.60
1952-10-15,-57.80,7.60
1952-11-15,-53.20,7.60
1952-12-15,-52.70,7.60
1953-01-15,-53.10,7.50
1953-02-15,-56.00,7.50
1953-03-15,-57.80,7.50
1953-04-15,-55.80,7.50
1953-05-15,-52.50,7.50
1953-06-15,-49.90,7.40
1953-07-15,-52.40,7.50
1953-08-15,-55.00,7.50
1953-09-15,-57.60,7.40
1953-10-15,-59.80,7.40
1953-11-15,-60.50,7.40
1953-12-15,-61.20,7.40
1954-01-15,-59.00,7.40
1954-02-15,-57.60,7.40
1954-03-15,-56.90,7.40
1954-04-15,-59.20,7.30
1954-05-15,-58.90,7.30
1954-06-15,-61.80,7.30
1954-07-15,-64.40,7.30
1954-08-15,-65.20,7.30
1954-09-15,-62.90,7.30
1954-10-15,-58.00,7.30
1954-11-15,-52.80,7.30
1954-12-15,-50.50,7.30
1955-01-15,-48.80,7.20
1955-02-15,-49.10,7.10
1955-03-15,-52.40,7.10
1955-04-15,-56.50,7.10
1955-05-15,-61.20,7.10
1955-06-15,-64.20,7.10
1955-07-15,-66.30,7.10
1955-08-15,-63.10,7.10
1955-09-15,-62.00,7.10
1955-10-15,-57.50,7.10
1955-11-15,-57.00,7.10
1955-12-15,-57.60,7.10
1956-01-15,-58.60,7.10
1956-02-15,-62.20,7.10
1956-03-15,-61.40,7.10
1956-04-15,-58.50,7.10
1956-05-15,-58.50,7.00
1956-06-15,-60.00,7.00
1956-07-15,-64.90,7.00
1956-08-15,-66.10,7.00
1956-09-15,-66.80,7.00
1956-10-15,-67.20,7.00
1956-11-15,-67.30,7.00
1956-12-15,-65.90,7.20
1957-01-15,-61.30,7.10
1957-02-15,-53.10,7.10
1957-03-15,-48.90,7.10
1957-04-15,-47.20,7.10
1957-05-15,-45.50,7.10
1957-06-15,-45.40,7.10
1957-07-15,-45.70,6.80
1957-08-15,-48.80,6.80
1957-09-15,-49.60,6.80
1957-10-15,-50.70,6.80
1957-11-15,-49.50,6.80
1957-12-15,-50.50,6.80
1958-01-15,-48.50,6.70
1958-02-15,-49.00,6.70
1958-03-15,-48.90,6.70
1958-04-15,-51.40,6.70
1958-05-15,-50.90,6.70
1958-06-15,-51.00,6.70
1958-07-15,-49.80,6.60
1958-08-15,-49.20,6.60
1958-09-15,-47.90,6.60
1958-10-15,-45.60,6.60
1958-11-15,-44.20,6.60
1958-12-15,-43.30,6.60
1959-01-15,-45.40,6.50
1959-02-15,-48.70,6.50
1959-03-15,-50.80,6.50
1959-04-15,-50.10,6.50
1959-05-15,-49.70,6.50
1959-06-15,-48.30,6.50
1959-07-15,-48.00,6.50
1959-08-15,-45.60,6.50
1959-09-15,-46.60,6.50
1959-10-15,-45.00,6.50
1959-11-15,-49.40,6.60
1959-12-15,-48.60,6.60
1960-01-15,-48.90,6.60
1960-02-15,-44.90,6.60
1960-03-15,-45.10,6.60
1960-04-15,-43.10,6.60
1960-05-15,-42.50,6.60
1960-06-15,-42.90,6.60
1960-07-15,-44.10,6.60
1960-08-15,-44.90,6.60
1960-09-15,-45.40,6.60
1960-10-15,-44.70,6.60
1960-11-15,-43.90,6.60
1960-12-15,-40.80,6.60
1961-01-15,-38.00,6.60
1961-02-15,-33.20,6.60
1961-03-15,-32.80,6.60
1961-04-15,-32.40,6.60
1961-05-15,-34.80,6.60
1961-06-15,-36.90,6.60
1961-07-15,-37.80,6.60
1961-08-15,-38.80,6.60
1961-09-15,-40.00,6.60
1961-10-15,-43.10,6.60
1961-11-15,-45.10,6.60
1961-12-15,-44.20,6.70
1962-01-15,-44.30,6.70
1962-02-15,-42.80,6.70
1962-03-15,-44.10,6.60
1962-04-15,-44.60,6.60
1962-05-15,-45.40,6.60
1962-06-15,-45.10,6.60
1962-07-15,-46.60,6.60
1962-08-15,-43.70,6.60
1962-09-15,-42.30,6.60
1962-10-15,-39.10,6.60
1962-11-15,-40.10,6.60
1962-12-15,-41.70,6.70
1963-01-15,-40.50,6.60
1963-02-15,-40.70,6.60
1963-03-15,-40.80,6.60
1963-04-15,-42.80,6.60
1963-05-15,-44.20,6.70
1963-06-15,-45.70,6.70
1963-07-15,-47.00,6.70
1963-08-15,-48.30,6.70
1963-09-15,-45.90,6.60
1963-10-15,-47.10,6.60
1963-11-15,-45.30,6.60
1963-12-15,-50.80,6.60
1964-01-15,-55.00,6.60
1964-02-15,-59.30,6.60
1964-03-15,-60.20,6.60
1964-04-15,-60.70,6.60
1964-05-15,-56.20,6.60
1964-06-15,-50.80,6.70
1964-07-15,-46.80,6.70
1964-08-15,-46.60,6.70
1964-09-15,-48.50,6.70
1964-10-15,-51.30,6.70
1964-11-15,-50.80,6.70
1964-12-15,-47.70,6.80
1965-01-15,-43.30,6.70
1965-02-15,-38.80,6.70
1965-03-15,-40.80,6.80
1965-04-15,-44.00,6.70
1965-05-15,-47.60,6.70
1965-06-15,-46.70,6.60
1965-07-15,-43.50,6.50
1965-08-15,-40.00,6.50
1965-09-15,-36.60,6.60
1965-10-15,-38.20,6.60
1965-11-15,-38.70,6.70
1965-12-15,-40.30,6.70
1966-01-15,-40.90,6.50
1966-02-15,-42.90,6.50
1966-03-15,-45.40,6.40
1966-04-15,-47.50,6.50
1966-05-15,-48.60,6.50
1966-06-15,-48.90,6.50
1966-07-15,-47.10,6.50
1966-08-15,-46.70,6.50
1966-09-15,-46.70,6.60
1966-10-15,-48.10,6.60
1966-11-15,-51.50,6.60
1966-12-15,-49.30,6.60
1967-01-15,-50.50,6.60
1967-02-15,-50.20,6.60
1967-03-15,-52.50,6.60
1967-04-15,-50.90,6.50
1967-05-15,-49.40,6.60
1967-06-15,-44.60,6.50
1967-07-15,-44.00,6.50
1967-08-15,-42.00,6.50
1967-09-15,-41.70,6.50
1967-10-15,-41.00,6.50
1967-11-15,-40.40,6.50
1967-12-15,-40.10,6.60
1968-01-15,-39.60,6.70
1968-02-15,-42.00,6.70
1968-03-15,-48.00,6.70
1968-04-15,-53.00,6.70
1968-05-15,-56.70,6.70
1968-06-15,-55.30,6.70
1968-07-15,-50.90,6.70
1968-08-15,-43.50,6.70
1968-09-15,-39.60,6.70
1968-10-15,-36.00,6.70
1968-11-15,-35.70,6.70
1968-12-15,-37.40,6.90
1969-01-15,-35.80,6.90
1969-02-15,-37.20,6.90
1969-03-15,-36.20,7.00
1969-04-15,-37.40,7.00
1969-05-15,-38.60,7.00
1969-06-15,-39.10,7.00
1969-07-15,-41.10,7.00
1969-08-15,-38.90,7.00
1969-09-15,-37.90,7.00
1969-10-15,-36.50,7.00
1969-11-15,-37.90,7.00
1969-12-15,-39.40,7.00
1970-01-15,-38.80,7.00
1970-02-15,-37.60,7.00
1970-03-15,-38.20,7.00
1970-04-15,-41.10,6.90
1970-05-15,-41.30,6.90
1970-06-15,-41.00,6.90
1970-07-15,-42.60,6.90
1970-08-15,-41.90,7.00
1970-09-15,-42.40,7.00
1970-10-15,-38.70,7.00
1970-11-15,-38.60,7.00
1970-12-15,-37.10,7.00
1971-01-15,-34.90,7.00
1971-02-15,-31.70,7.00
1971-03-15,-30.70,7.00
1971-04-15,-31.40,6.90
1971-05-15,-35.20,6.90
1971-06-15,-37.70,6.90
1971-07-15,-38.50,6.90
1971-08-15,-36.50,6.90
1971-09-15,-33.10,6.90
1971-10-15,-33.50,6.90
1971-11-15,-35.90,6.90
1971-12-15,-37.60,6.90
1972-01-15,-34.00,6.90
1972-02-15,-29.20,6.90
1972-03-15,-25.30,7.10
1972-04-15,-24.60,7.10
1972-05-15,-22.60,6.90
1972-06-15,-20.20,6.90
1972-07-15,-19.10,6.90
1972-08-15,-23.10,6.90
1972-09-15,-25.70,6.90
1972-10-15,-27.90,6.90
1972-11-15,-26.90,6.90
1972-12-15,-28.50,6.90
1973-01-15,-33.20,6.90
1973-02-15,-33.60,6.90
1973-03-15,-34.60,6.90
1973-04-15,-31.70,6.90
1973-05-15,-33.80,6.90
1973-06-15,-32.70,6.80
1973-07-15,-34.40,6.80
1973-08-15,-34.40,6.80
1973-09-15,-34.50,6.80
1973-10-15,-31.60,6.80
1973-11-15,-24.70,6.80
1973-12-15,-19.90,6.80
1974-01-15,-15.40,6.80
1974-02-15,-16.50,6.80
1974-03-15,-17.60,6.80
1974-04-15,-17.40,6.80
1974-05-15,-17.70,6.80
1974-06-15,-18.30,6.80
1974-07-15,-20.40,6.80
1974-08-15,-22.10,6.80
1974-09-15,-23.00,6.80
1974-10-15,-23.80,6.80
1974-11-15,-22.60,6.80
1974-12-15,-21.80,6.80
1975-01-15,-21.10,6.80
1975-02-15,-20.20,6.80
1975-03-15,-18.70,6.80
1975-04-15,-20.00,6.70
1975-05-15,-21.30,6.70
1975-06-15,-23.40,6.70
1975-07-15,-23.40,6.70
1975-08-15,-22.00,6.70
1975-09-15,-21.30,6.70
1975-10-15,-20.70,6.70
1975-11-15,-20.50,6.80
1975-12-15,-22.70,6.80
1976-01-15,-22.90,6.80
1976-02-15,-25.70,6.80
1976-03-15,-24.40,6.80
1976-04-15,-23.20,6.80
1976-05-15,-22.50,6.80
1976-06-15,-20.40,6.80
1976-07-15,-21.60,6.80
1976-08-15,-23.50,6.80
1976-09-15,-22.20,6.80
1976-10-15,-22.60,6.70
1976-11-15,-19.70,6.70
1976-12-15,-19.50,6.70
1977-01-15,-20.90,6.70
1977-02-15,-23.60,6.70
1977-03-15,-25.40,6.70
1977-04-15,-27.60,6.70
1977-05-15,-27.10,6.70
1977-06-15,-26.50,6.60
1977-07-15,-25.50,6.60
1977-08-15,-24.80,6.60
1977-09-15,-23.80,6.50
1977-10-15,-23.10,6.50
1977-11-15,-21.00,6.50
1977-12-15,-18.30,6.60
1978-01-15,-15.70,6.60
1978-02-15,-12.00,6.60
1978-03-15,-13.00,6.60
1978-04-15,-13.30,6.60
1978-05-15,-17.00,6.60
1978-06-15,-18.50,6.60
1978-07-15,-19.90,6.70
1978-08-15,-18.30,6.70
1978-09-15,-18.00,6.70
1978-10-15,-17.70,6.70
1978-11-15,-22.20,6.70
1978-12-15,-25.20,6.70
1979-01-15,-28.00,6.70
1979-02-15,-26.90,6.70
1979-03-15,-25.80,6.70
1979-04-15,-26.10,6.70
1979-05-15,-27.50,6.70
1979-06-15,-27.10,6.70
1979-07-15,-24.70,6.70
1979-08-15,-19.90,6.70
1979-09-15,-17.30,6.70
1979-10-15,-14.90,6.70
1979-11-15,-17.20,6.50
1979-12-15,-15.00,6.50
1980-01-15,-15.20,6.50
1980-02-15,-14.10,6.50
1980-03-15,-16.10,6.40
1980-04-15,-15.80,6.50
1980-05-15,-16.10,6.50
1980-06-15,-16.70,6.50
1980-07-15,-19.20,6.60
1980-08-15,-21.00,6.60
1980-09-15,-21.00,6.60
1980-10-15,-19.20,6.60
1980-11-15,-14.00,6.60
1980-12-15,-9.90,6.60
1981-01-15,-7.80,6.50
1981-02-15,-6.80,6.50
1981-03-15,-5.00,6.60
1981-04-15,-4.00,6.60
1981-05-15,-2.70,6.60
1981-06-15,-2.20,6.50
1981-07-15,-3.90,6.50
1981-08-15,-3.10,6.40
1981-09-15,-4.10,6.40
1981-10-15,-2.00,6.40
1981-11-15,-2.90,6.40
1981-12-15,-4.40,6.40
1982-01-15,-8.20,6.40
1982-02-15,-9.30,6.40
1982-03-15,-10.60,6.40
1982-04-15,-13.10,6.40
1982-05-15,-13.50,6.40
1982-06-15,-14.70,6.30
1982-07-15,-15.80,6.30
1982-08-15,-14.40,6.30
1982-09-15,-10.30,6.30
1982-10-15,-4.70,6.20
1982-11-15,-2.10,6.20
1982-12-15,-1.60,6.40
1983-01-15,0.20,6.40
1983-02-15,-0.50,6.50
1983-03-15,"45,292.00",6.50
1983-04-15,"45,355.00",6.50
1983-05-15,"45,419.00",6.50
1983-06-15,6.00,6.50
1983-07-15,"45,505.00",6.50
1983-08-15,-5.90,6.40
1983-09-15,-6.70,6.40
1983-10-15,-9.70,6.50
1983-11-15,-6.80,6.50
1983-12-15,-8.90,6.50
1984-01-15,-7.50,6.50
1984-02-15,-6.30,6.50
1984-03-15,-3.00,6.40
1984-04-15,-2.20,6.30
1984-05-15,-1.20,6.30
1984-06-15,1.00,6.30
1984-07-15,0.60,6.30
1984-08-15,2.00,6.30
1984-09-15,-0.20,6.30
1984-10-15,-1.10,6.30
1984-11-15,-4.40,6.30
1984-12-15,-6.40,6.40
1985-01-15,-10.40,6.20
1985-02-15,-9.50,6.20
1985-03-15,-11.70,6.20
1985-04-15,-11.70,6.20
1985-05-15,-13.50,6.30
1985-06-15,-13.10,6.30
1985-07-15,-13.70,6.30
1985-08-15,-15.40,6.30
1985-09-15,-14.60,6.30
1985-10-15,-13.90,6.30
1985-11-15,-12.50,6.30
1985-12-15,-12.20,6.30
1986-01-15,-10.80,6.30
1986-02-15,-9.70,6.30
1986-03-15,-10.30,6.30
1986-04-15,-10.50,6.30
1986-05-15,-11.80,6.30
1986-06-15,-11.00,6.30
1986-07-15,-13.30,6.30
1986-08-15,-12.50,6.30
1986-09-15,-13.50,6.30
1986-10-15,-13.90,6.30
1986-11-15,-14.30,6.20
1986-12-15,-13.10,6.20
1987-01-15,-11.20,6.20
1987-02-15,-8.50,6.20
1987-03-15,-10.80,6.20
1987-04-15,-12.40,6.30
1987-05-15,-10.90,6.30
1987-06-15,-9.30,6.30
1987-07-15,-8.20,6.30
1987-08-15,-13.50,6.30
1987-09-15,-15.30,6.20
1987-10-15,-16.70,6.20
1987-11-15,-12.10,6.20
1987-12-15,-8.60,6.30
1988-01-15,-9.10,6.30
1988-02-15,-7.80,6.20
1988-03-15,-9.90,6.30
1988-04-15,-8.20,6.30
1988-05-15,-8.10,6.30
1988-06-15,-6.60,6.30
1988-07-15,-6.40,6.30
1988-08-15,-4.80,6.30
1988-09-15,-3.30,6.30
1988-10-15,-2.60,6.30
1988-11-15,-4.90,6.30
1988-12-15,-9.40,6.40
1989-01-15,-9.40,6.40
1989-02-15,-8.00,6.30
1989-03-15,-2.40,6.30
1989-04-15,-1.60,6.30
1989-05-15,-1.10,6.30
1989-06-15,-3.00,6.30
1989-07-15,-2.70,6.30
1989-08-15,-1.00,6.40
1989-09-15,0.30,6.40
1989-10-15,0.60,6.40
1989-11-15,"45,292.00",6.40
1989-12-15,-0.60,6.40
1990-01-15,-0.20,6.50
1990-02-15,-2.60,6.50
1990-03-15,-4.40,6.50
1990-04-15,-3.90,6.50
1990-05-15,-4.10,6.50
1990-06-15,0.00,6.50
1990-07-15,-0.20,6.50
1990-08-15,"45,506.00",6.50
1990-09-15,3.00,6.50
1990-10-15,"45,507.00",6.50
1990-11-15,"45,355.00",6.50
1990-12-15,"45,444.00",6.50
1991-01-15,3.00,6.50
1991-02-15,"45,476.00",6.50
1991-03-15,5.00,6.50
1991-04-15,"45,383.00",6.50
1991-05-15,-1.00,6.50
1991-06-15,-1.40,6.50
1991-07-15,1.00,6.50
1991-08-15,"45,446.00",6.50
1991-09-15,"45,507.00",6.50
1991-10-15,"45,295.00",6.50
1991-11-15,4.00,6.50
1991-12-15,"45,537.00",6.60
1992-01-15,5.00,6.60
1992-02-15,6.00,6.60
1992-03-15,"45,447.00",6.50
1992-04-15,"45,294.00",6.60
1992-05-15,0.60,6.60
1992-06-15,1.00,6.60
1992-07-15,0.30,6.60
1992-08-15,0.60,6.60
1992-09-15,"45,324.00",6.50
1992-10-15,"45,417.00",6.50
1992-11-15,"45,296.00",6.50
1992-12-15,4.00,6.60
1993-01-15,"45,475.00",6.60
1993-02-15,"45,507.00",6.60
1993-03-15,"45,357.00",6.60
1993-04-15,"45,359.00",6.60
1993-05-15,"45,451.00",6.60
1993-06-15,"45,355.00",6.60
1993-07-15,0.60,6.60
1993-08-15,-2.40,6.60
1993-09-15,-5.30,6.60
1993-10-15,-4.10,6.60
1993-11-15,-5.20,6.60
1993-12-15,-0.60,6.60
1994-01-15,"45,385.00",6.60
1994-02-15,4.00,6.60
1994-03-15,6.00,6.60
1994-04-15,"45,296.00",6.50
1994-05-15,"45,389.00",6.50
1994-06-15,"45,388.00",6.50
1994-07-15,9.00,6.50
1994-08-15,"45,359.00",6.50
1994-09-15,8.00,6.50
1994-10-15,"45,450.00",6.50
1994-11-15,"45,540.00",6.60
1994-12-15,"45,511.00",6.60
1995-01-15,"45,451.00",6.60
1995-02-15,"45,482.00",6.60
1995-03-15,"45,392.00",6.60
1995-04-15,"45,451.00",6.60
1995-05-15,"45,480.00",6.60
1995-06-15,"45,449.00",6.60
1995-07-15,"45,542.00",6.50
1995-08-15,"45,358.00",6.50
1995-09-15,"45,451.00",6.50
1995-10-15,"45,301.00",6.50
1995-11-15,"45,424.00",6.50
1995-12-15,"45,367.00",6.50
1996-01-15,"45,338.00",6.60
1996-02-15,"45,307.00",6.60
1996-03-15,"45,302.00",6.60
1996-04-15,"45,390.00",6.60
1996-05-15,"45,419.00",6.60
1996-06-15,"45,298.00",6.60
1996-07-15,13.00,6.50
1996-08-15,"45,458.00",6.60
1996-09-15,"45,493.00",6.60
1996-10-15,"45,309.00",6.70
1996-11-15,16.00,6.70
1996-12-15,"45,336.00",6.70
1997-01-15,"45,428.00",6.60
1997-02-15,"45,341.00",6.60
1997-03-15,"45,526.00",6.60
1997-04-15,"45,314.00",6.60
1997-05-15,"45,495.00",6.60
1997-06-15,"45,344.00",6.60
1997-07-15,"45,460.00",6.60
1997-08-15,"45,490.00",6.60
1997-09-15,"45,551.00",6.60
1997-10-15,"45,313.00",6.60
1997-11-15,22.00,6.70
1997-12-15,"45,558.00",6.70
1998-01-15,"45,402.00",6.70
1998-02-15,"45,398.00",6.70
1998-03-15,"45,423.00",6.80
1998-04-15,"45,298.00",6.90
1998-05-15,"45,418.00",6.80
1998-06-15,"45,329.00",6.80
1998-07-15,"45,421.00",6.80
1998-08-15,"45,301.00",6.80
1998-09-15,"45,454.00",6.80
1998-10-15,"45,544.00",6.80
1998-11-15,"45,543.00",6.80
1998-12-15,"45,543.00",6.80
1999-01-15,"45,424.00",6.80
1999-02-15,"45,519.00",6.80
1999-03-15,"45,493.00",6.70
1999-04-15,"45,554.00",6.80
1999-05-15,"45,556.00",6.80
1999-06-15,"45,372.00",6.80
1999-07-15,"45,345.00",6.90
1999-08-15,"45,495.00",7.00
1999-09-15,"45,344.00",7.00
1999-10-15,"45,371.00",6.90
1999-11-15,"45,338.00",6.90
1999-12-15,14.00,6.90
2000-01-15,"45,516.00",6.80
2000-02-15,"45,427.00",6.80
2000-03-15,"45,401.00",6.80
2000-04-15,"45,344.00",6.80
2000-05-15,"45,348.00",6.80
2000-06-15,"45,560.00",6.80
2000-07-15,"45,318.00",6.80
2000-08-15,"45,404.00",6.90
2000-09-15,20.00,6.80
2000-10-15,"45,489.00",6.80
2000-11-15,"45,521.00",6.80
2000-12-15,"45,523.00",6.80
2001-01-15,"45,527.00",6.70
2001-02-15,"45,346.00",6.70
2001-03-15,27.00,6.70
2001-04-15,"45,528.00",6.70
2001-05-15,"45,376.00",6.70
2001-06-15,"45,498.00",6.70
2001-07-15,"45,318.00",6.70
2001-08-15,"45,533.00",6.70
2001-09-15,"45,564.00",6.70
2001-10-15,"45,470.00",6.70
2001-11-15,"45,436.00",6.80
2001-12-15,"45,313.00",6.80
2002-01-15,"45,314.00",6.80
2002-02-15,"45,375.00",6.80
2002-03-15,"45,560.00",6.80
2002-04-15,"45,559.00",6.80
2002-05-15,"45,438.00",6.80
2002-06-15,"45,351.00",6.80
2002-07-15,"45,411.00",6.80
2002-08-15,"45,440.00",6.80
2002-09-15,30.00,6.80
2002-10-15,31.40,6.80
2002-11-15,34.20,6.80
2002-12-15,32.90,6.80
2003-01-15,"45,535.00",6.70
2003-02-15,30.20,6.80
2003-03-15,"45,380.00",6.80
2003-04-15,33.50,6.80
2003-05-15,35.90,6.80
2003-06-15,40.00,6.80
2003-07-15,40.00,7.00
2003-08-15,42.40,7.00
2003-09-15,43.60,7.10
2003-10-15,44.30,7.10
2003-11-15,41.00,6.90
2003-12-15,39.30,7.00
2004-01-15,36.30,6.90
2004-02-15,33.40,6.90
2004-03-15,33.90,7.00
2004-04-15,34.90,6.90
2004-05-15,39.20,6.90
2004-06-15,41.50,6.90
2004-07-15,40.40,6.90
2004-08-15,41.60,7.00
2004-09-15,38.60,7.00
2004-10-15,37.30,6.90
2004-11-15,34.50,6.90
2004-12-15,34.60,6.90
2005-01-15,36.60,6.80
2005-02-15,37.20,6.80
2005-03-15,36.20,6.90
2005-04-15,36.40,6.90
2005-05-15,37.90,6.80
2005-06-15,40.00,6.80
2005-07-15,40.70,6.80
2005-08-15,39.70,6.80
2005-09-15,36.60,6.80
2005-10-15,36.00,6.80
2005-11-15,34.70,6.80
2005-12-15,35.50,6.80
2006-01-15,35.20,6.80
2006-02-15,37.80,6.80
2006-03-15,43.00,6.80
2006-04-15,44.70,6.80
2006-05-15,43.40,6.80
2006-06-15,40.80,6.80
2006-07-15,40.30,6.80
2006-08-15,42.20,6.80
2006-09-15,43.50,6.80
2006-10-15,44.60,6.90
2006-11-15,44.20,6.90
2006-12-15,39.10,7.00
2007-01-15,35.60,7.00
2007-02-15,31.40,7.00
2007-03-15,34.30,7.10
2007-04-15,38.30,7.10
2007-05-15,45.50,7.20
2007-06-15,49.10,7.20
2007-07-15,50.50,7.20
2007-08-15,50.50,7.30
2007-09-15,47.90,7.10
2007-10-15,46.50,7.00
2007-11-15,46.80,6.90
2007-12-15,45.40,6.80
2008-01-15,46.50,6.80
2008-02-15,46.10,6.80
2008-03-15,52.50,6.80
2008-04-15,56.30,6.80
2008-05-15,60.10,6.80
2008-06-15,60.10,6.80
2008-07-15,59.30,6.80
2008-08-15,55.00,6.80
2008-09-15,50.90,6.80
2008-10-15,46.80,6.80
2008-11-15,46.80,6.80
2008-12-15,46.00,6.90
2009-01-15,47.50,6.90
2009-02-15,46.80,6.90
2009-03-15,49.00,6.90
2009-04-15,50.20,6.90
2009-05-15,55.60,6.90
2009-06-15,59.60,6.90
2009-07-15,62.70,6.90
2009-08-15,62.90,6.80
2009-09-15,63.60,6.80
2009-10-15,63.90,6.80
2009-11-15,65.60,6.90
2009-12-15,68.80,7.00
2010-01-15,67.60,7.10
2010-02-15,67.60,7.10
2010-03-15,63.20,7.10
2010-04-15,65.00,7.00
2010-05-15,61.70,7.10
2010-06-15,61.80,7.10
2010-07-15,61.00,7.10
2010-08-15,63.30,7.10
2010-09-15,65.20,7.10
2010-10-15,68.70,7.10
2010-11-15,71.10,7.10
2010-12-15,72.80,7.40
2011-01-15,70.40,7.40
2011-02-15,68.50,7.40
2011-03-15,67.20,7.50
2011-04-15,70.60,7.50
2011-05-15,72.60,7.50
2011-06-15,73.20,7.60
2011-07-15,72.10,7.60
2011-08-15,69.30,7.60
2011-09-15,67.00,7.60
2011-10-15,62.60,7.60
2011-11-15,58.70,7.60
2011-12-15,55.40,7.70
2012-01-15,58.50,7.70
2012-02-15,63.80,7.70
2012-03-15,72.50,8.30
2012-04-15,80.40,8.30
2012-05-15,82.00,8.40
2012-06-15,82.40,8.40
2012-07-15,78.10,8.40
2012-08-15,78.80,8.40
2012-09-15,78.60,8.40
2012-10-15,80.80,8.40
2012-11-15,79.40,8.40
2012-12-15,77.70,8.80
2013-01-15,70.50,8.80
2013-02-15,65.70,8.80
2013-03-15,67.00,8.80
2013-04-15,69.80,8.80
2013-05-15,72.00,8.80
2013-06-15,71.50,8.80
2013-07-15,71.20,8.80
2013-08-15,71.60,8.80
2013-09-15,68.80,8.80
2013-10-15,66.40,8.90
2013-11-15,59.70,9.00
2013-12-15,58.50,9.00